Article,Expiry Date,Qty,Value,Inventory Report Date
OFF-PA-10001204,12/30/2024,191,"1,490.23",5/31/2024
OFF-PA-10001204,12/30/2026,9,70.22,5/31/2024
OFF-PA-10001204,12/30/2026,1,7.8,5/31/2024
OFF-PA-10001204,12/30/2025,10,78.02,5/31/2024
OFF-PA-10001204,12/30/2025,16,124.84,5/31/2024
OFF-PA-10001204,12/30/2024,6,46.81,5/31/2024
OFF-PA-10001204,12/30/2024,20,156.04,5/31/2024
OFF-PA-10001204,11/30/2025,1,7.8,5/31/2024
OFF-PA-10001204,12/30/2026,25,195.06,5/31/2024
OFF-PA-10001204,12/30/2026,0,0,5/31/2024
OFF-PA-10001204,5/30/2027,0,0,5/31/2024
OFF-PA-10001204,12/30/2025,0,0,5/31/2024
OFF-PA-10001204,7/30/2025,0,0,5/31/2024
OFF-PA-10001204,6/30/2024,0,0,5/31/2024
OFF-PA-10001204,5/30/2025,0,0,5/31/2024
OFF-PA-10001204,12/30/2024,0,0,5/31/2024
OFF-PA-10001204,12/30/2026,0,0,5/31/2024
TEC-PH-10004667,2/28/2027,7,0,5/31/2024
OFF-BI-10002949,2/28/2027,13,0,5/31/2024
FUR-FU-10003849,7/30/2024,1,1.92,5/31/2024
FUR-FU-10003849,7/30/2025,10,19.2,5/31/2024
FUR-FU-10003849,10/30/2024,3,5.76,5/31/2024
FUR-FU-10003849,7/30/2025,11,21.12,5/31/2024
FUR-FU-10003849,3/30/2025,11,21.12,5/31/2024
FUR-FU-10003849,10/30/2024,"3,691","7,086.81",5/31/2024
FUR-FU-10003849,10/31/2026,"5,945","11,414.55",5/31/2024
FUR-FU-10003849,7/30/2026,0,0,5/31/2024
FUR-FU-10003849,7/30/2025,0,0,5/31/2024
FUR-FU-10003849,7/30/2027,0,0,5/31/2024
FUR-FU-10003849,7/30/2024,0,0,5/31/2024
FUR-FU-10003849,6/30/2027,0,0,5/31/2024
FUR-FU-10003849,6/30/2025,0,0,5/31/2024
FUR-FU-10003849,3/30/2026,0,0,5/31/2024
FUR-FU-10000010,7/30/2027,12,23.06,5/31/2024
FUR-FU-10000010,7/30/2024,12,23.06,5/31/2024
FUR-FU-10000010,7/30/2025,12,23.06,5/31/2024
FUR-FU-10000010,7/30/2025,33,63.4,5/31/2024
FUR-FU-10000010,7/30/2026,1,1.92,5/31/2024
FUR-FU-10000010,7/30/2024,17,32.66,5/31/2024
FUR-FU-10000010,7/30/2027,12,23.06,5/31/2024
FUR-FU-10000010,7/30/2026,14,26.9,5/31/2024
FUR-FU-10000010,7/30/2024,7,13.45,5/31/2024
FUR-FU-10000010,7/30/2024,13,24.98,5/31/2024
FUR-FU-10000010,7/30/2024,45,86.46,5/31/2024
FUR-FU-10000010,7/30/2025,46,88.38,5/31/2024
FUR-FU-10000010,7/30/2024,10,19.21,5/31/2024
FUR-FU-10000010,7/30/2025,37,71.09,5/31/2024
FUR-FU-10000010,7/30/2026,33,63.4,5/31/2024
FUR-FU-10000010,7/30/2025,37,71.09,5/31/2024
FUR-FU-10000010,7/30/2026,12,23.06,5/31/2024
FUR-FU-10000010,7/30/2024,0,0,5/31/2024
FUR-FU-10000010,7/30/2027,26,49.95,5/31/2024
FUR-FU-10000010,7/30/2027,63,121.04,5/31/2024
FUR-FU-10000010,7/30/2025,36,69.17,5/31/2024
FUR-FU-10000010,7/30/2025,24,46.11,5/31/2024
FUR-FU-10000010,7/30/2025,7,13.45,5/31/2024
FUR-FU-10000010,7/30/2025,6,11.53,5/31/2024
FUR-FU-10000010,7/30/2024,11,21.13,5/31/2024
FUR-FU-10000010,7/30/2024,25,48.03,5/31/2024
FUR-FU-10000010,7/30/2027,24,46.11,5/31/2024
FUR-FU-10000010,7/30/2024,10,19.21,5/31/2024
FUR-FU-10000010,3/30/2025,3,5.76,5/31/2024
FUR-FU-10000010,3/30/2024,3,5.76,5/31/2024
FUR-FU-10000010,3/30/2025,2,3.84,5/31/2024
FUR-FU-10000010,7/30/2027,24,46.11,5/31/2024
FUR-FU-10000010,3/30/2026,51,97.99,5/31/2024
FUR-FU-10000010,10/30/2027,"6,134","11,785.48",5/31/2024
FUR-FU-10000010,7/26/2026,409,785.83,5/31/2024
FUR-FU-10000010,7/30/2026,0,0,5/31/2024
OFF-BI-10002824,10/30/2027,12,23.77,5/31/2024
OFF-BI-10002824,10/30/2024,6,11.88,5/31/2024
OFF-BI-10002824,10/30/2025,12,23.77,5/31/2024
OFF-BI-10002824,10/30/2027,11,21.79,5/31/2024
OFF-BI-10002824,10/30/2027,12,23.77,5/31/2024
OFF-BI-10002824,10/30/2025,8,15.85,5/31/2024
OFF-BI-10002824,10/30/2024,34,67.34,5/31/2024
OFF-BI-10002824,10/30/2026,8,15.85,5/31/2024
OFF-BI-10002824,10/10/2024,12,23.77,5/31/2024
OFF-BI-10002824,10/30/2024,9,17.83,5/31/2024
OFF-BI-10002824,10/30/2027,24,47.54,5/31/2024
OFF-BI-10002824,10/30/2025,38,75.27,5/31/2024
OFF-BI-10002824,10/30/2027,2,3.96,5/31/2024
OFF-BI-10002824,10/30/2026,2,3.96,5/31/2024
OFF-BI-10002824,10/30/2024,25,49.52,5/31/2024
OFF-BI-10002824,10/30/2026,29,57.44,5/31/2024
OFF-BI-10002824,10/30/2025,14,27.73,5/31/2024
OFF-BI-10002824,10/30/2027,22,43.58,5/31/2024
OFF-BI-10002824,10/30/2025,7,13.86,5/31/2024
OFF-BI-10002824,10/30/2026,57,112.9,5/31/2024
OFF-BI-10002824,6/30/2025,1,1.98,5/31/2024
OFF-BI-10002824,10/30/2024,69,136.67,5/31/2024
OFF-BI-10002824,10/30/2027,26,51.5,5/31/2024
OFF-BI-10002824,10/30/2025,31,61.4,5/31/2024
OFF-BI-10002824,3/30/2026,0,0,5/31/2024
OFF-BI-10002824,10/30/2027,20,39.61,5/31/2024
OFF-BI-10002824,10/30/2024,9,17.83,5/31/2024
OFF-BI-10002824,10/30/2027,6,11.88,5/31/2024
OFF-BI-10002824,10/30/2025,20,39.61,5/31/2024
OFF-BI-10002824,10/30/2024,8,15.85,5/31/2024
OFF-BI-10002824,10/30/2027,7,13.86,5/31/2024
OFF-BI-10002824,10/30/2026,13,25.75,5/31/2024
OFF-BI-10002824,10/30/2026,3,5.94,5/31/2024
OFF-BI-10002824,10/30/2026,7,13.86,5/31/2024
OFF-BI-10002824,2/4/2025,"9,546","18,907.68",5/31/2024
OFF-BI-10002824,10/18/2027,"5,510","10,913.61",5/31/2024
OFF-BI-10002824,10/8/2027,"1,662","3,291.91",5/31/2024
OFF-BI-10002824,6/30/2027,0,0,5/31/2024
OFF-BI-10002824,6/30/2025,0,0,5/31/2024
OFF-BI-10002824,3/30/2024,0,0,5/31/2024
TEC-PH-10002538,10/30/2026,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2024,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2027,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2024,14,27.98,5/31/2024
TEC-PH-10002538,10/30/2027,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2027,5,9.99,5/31/2024
TEC-PH-10002538,10/30/2025,33,65.95,5/31/2024
TEC-PH-10002538,10/30/2025,17,33.97,5/31/2024
TEC-PH-10002538,10/30/2024,7,13.99,5/31/2024
TEC-PH-10002538,10/30/2027,7,13.99,5/31/2024
TEC-PH-10002538,10/30/2027,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2024,31,61.95,5/31/2024
TEC-PH-10002538,10/30/2026,3,6,5/31/2024
TEC-PH-10002538,10/30/2027,9,17.99,5/31/2024
TEC-PH-10002538,10/30/2024,12,23.98,5/31/2024
TEC-PH-10002538,10/30/2027,6,11.99,5/31/2024
TEC-PH-10002538,10/30/2024,15,29.98,5/31/2024
TEC-PH-10002538,10/30/2025,52,103.92,5/31/2024
TEC-PH-10002538,10/30/2027,43,85.93,5/31/2024
TEC-PH-10002538,10/30/2027,6,11.99,5/31/2024
TEC-PH-10002538,10/30/2024,18,35.97,5/31/2024
TEC-PH-10002538,10/30/2026,36,71.94,5/31/2024
TEC-PH-10002538,10/30/2024,47,93.92,5/31/2024
TEC-PH-10002538,10/30/2027,21,41.97,5/31/2024
TEC-PH-10002538,10/30/2024,20,39.97,5/31/2024
TEC-PH-10002538,10/30/2026,56,111.91,5/31/2024
TEC-PH-10002538,10/30/2026,35,69.94,5/31/2024
TEC-PH-10002538,10/30/2026,41,81.93,5/31/2024
TEC-PH-10002538,10/30/2024,21,41.97,5/31/2024
TEC-PH-10002538,10/30/2025,6,11.99,5/31/2024
TEC-PH-10002538,10/30/2026,9,17.99,5/31/2024
TEC-PH-10002538,10/30/2026,25,49.96,5/31/2024
TEC-PH-10002538,10/30/2024,6,11.99,5/31/2024
TEC-PH-10002538,10/30/2024,23,45.96,5/31/2024
TEC-PH-10002538,10/30/2024,30,59.95,5/31/2024
TEC-PH-10002538,10/30/2026,3,6,5/31/2024
TEC-PH-10002538,10/30/2024,5,9.99,5/31/2024
TEC-PH-10002538,10/30/2024,1,2,5/31/2024
TEC-PH-10002538,10/30/2024,6,11.99,5/31/2024
TEC-PH-10002538,10/30/2025,47,93.92,5/31/2024
TEC-PH-10002538,3/30/2027,26,51.96,5/31/2024
TEC-PH-10002538,2/5/2025,"4,238","8,469.13",5/31/2024
TEC-PH-10002538,10/17/2025,935,"1,868.48",5/31/2024
TEC-PH-10002538,12/30/2027,607,"1,213.02",5/31/2024
TEC-PH-10002538,3/30/2025,0,0,5/31/2024
TEC-PH-10002538,10/30/2024,0,0,5/31/2024
TEC-PH-10002538,10/30/2025,0,0,5/31/2024
TEC-PH-10002538,10/30/2025,0,0,5/31/2024
OFF-BI-10002103,10/30/2024,12,23.04,5/31/2024
OFF-BI-10002103,10/30/2025,4,7.68,5/31/2024
OFF-BI-10002103,10/30/2025,12,23.04,5/31/2024
OFF-BI-10002103,10/30/2026,12,23.04,5/31/2024
OFF-BI-10002103,10/30/2024,9,17.28,5/31/2024
OFF-BI-10002103,10/30/2025,18,34.56,5/31/2024
OFF-BI-10002103,10/30/2026,6,11.52,5/31/2024
OFF-BI-10002103,10/30/2027,1,1.92,5/31/2024
OFF-BI-10002103,10/30/2026,42,80.64,5/31/2024
OFF-BI-10002103,10/30/2027,27,51.84,5/31/2024
OFF-BI-10002103,10/30/2027,22,42.24,5/31/2024
OFF-BI-10002103,10/30/2026,20,38.4,5/31/2024
OFF-BI-10002103,10/30/2025,2,3.84,5/31/2024
OFF-BI-10002103,10/30/2026,12,23.04,5/31/2024
OFF-BI-10002103,10/30/2025,46,88.32,5/31/2024
OFF-BI-10002103,10/30/2025,23,44.16,5/31/2024
OFF-BI-10002103,10/30/2026,56,107.52,5/31/2024
OFF-BI-10002103,10/30/2024,1,1.92,5/31/2024
OFF-BI-10002103,10/30/2027,37,71.04,5/31/2024
OFF-BI-10002103,10/30/2026,51,97.92,5/31/2024
OFF-BI-10002103,10/30/2027,7,13.44,5/31/2024
OFF-BI-10002103,10/30/2026,44,84.48,5/31/2024
OFF-BI-10002103,10/30/2024,57,109.44,5/31/2024
OFF-BI-10002103,10/30/2024,35,67.2,5/31/2024
OFF-BI-10002103,10/30/2024,8,15.36,5/31/2024
OFF-BI-10002103,10/30/2027,16,30.72,5/31/2024
OFF-BI-10002103,10/30/2027,21,40.32,5/31/2024
OFF-BI-10002103,10/30/2025,8,15.36,5/31/2024
OFF-BI-10002103,10/30/2024,22,42.24,5/31/2024
OFF-BI-10002103,10/30/2027,17,32.64,5/31/2024
OFF-BI-10002103,10/30/2025,9,17.28,5/31/2024
OFF-BI-10002103,10/30/2024,13,24.96,5/31/2024
OFF-BI-10002103,10/30/2025,9,17.28,5/31/2024
OFF-BI-10002103,10/30/2025,9,17.28,5/31/2024
OFF-BI-10002103,10/16/2027,"4,514","8,666.88",5/31/2024
OFF-BI-10002103,10/30/2024,0,0,5/31/2024
OFF-BI-10002103,10/30/2025,0,0,5/31/2024
OFF-BI-10002103,6/30/2024,0,0,5/31/2024
OFF-BI-10002103,10/30/2027,0,0,5/31/2024
OFF-BI-10002103,10/30/2025,0,0,5/31/2024
OFF-BI-10002103,10/30/2025,0,0,5/31/2024
FUR-CH-10004853,6/30/2026,12,23.06,5/31/2024
FUR-CH-10004853,6/30/2024,10,19.21,5/31/2024
FUR-CH-10004853,6/30/2024,2,3.84,5/31/2024
FUR-CH-10004853,6/30/2026,12,23.06,5/31/2024
FUR-CH-10004853,6/30/2024,41,78.78,5/31/2024
FUR-CH-10004853,6/30/2027,31,59.56,5/31/2024
FUR-CH-10004853,6/30/2024,30,57.64,5/31/2024
FUR-CH-10004853,6/30/2026,6,11.53,5/31/2024
FUR-CH-10004853,6/30/2024,35,67.25,5/31/2024
FUR-CH-10004853,6/30/2027,6,11.53,5/31/2024
FUR-CH-10004853,6/30/2027,21,40.35,5/31/2024
FUR-CH-10004853,6/30/2024,18,34.58,5/31/2024
FUR-CH-10004853,6/30/2027,17,32.66,5/31/2024
FUR-CH-10004853,6/30/2026,11,21.13,5/31/2024
FUR-CH-10004853,6/30/2026,3,5.76,5/31/2024
FUR-CH-10004853,6/30/2024,65,124.89,5/31/2024
FUR-CH-10004853,6/30/2027,23,44.19,5/31/2024
FUR-CH-10004853,6/30/2027,12,23.06,5/31/2024
FUR-CH-10004853,6/30/2025,57,109.52,5/31/2024
FUR-CH-10004853,6/30/2024,35,67.25,5/31/2024
FUR-CH-10004853,6/30/2026,54,103.75,5/31/2024
FUR-CH-10004853,3/30/2027,0,0,5/31/2024
FUR-CH-10004853,6/30/2027,18,34.58,5/31/2024
FUR-CH-10004853,6/30/2025,41,78.78,5/31/2024
FUR-CH-10004853,6/30/2027,56,107.6,5/31/2024
FUR-CH-10004853,6/30/2025,33,63.4,5/31/2024
FUR-CH-10004853,6/30/2024,42,80.7,5/31/2024
FUR-CH-10004853,6/30/2027,6,11.53,5/31/2024
FUR-CH-10004853,6/30/2026,2,3.84,5/31/2024
FUR-CH-10004853,10/30/2024,22,42.27,5/31/2024
FUR-CH-10004853,6/30/2027,8,15.37,5/31/2024
FUR-CH-10004853,6/30/2024,19,36.51,5/31/2024
FUR-CH-10004853,3/30/2026,3,5.76,5/31/2024
FUR-CH-10004853,6/30/2026,18,34.58,5/31/2024
FUR-CH-10004853,6/30/2027,4,7.69,5/31/2024
FUR-CH-10004853,6/30/2024,11,21.13,5/31/2024
FUR-CH-10004853,6/11/2027,965,"1,854.11",5/31/2024
FUR-CH-10004853,3/30/2025,0,0,5/31/2024
FUR-CH-10004853,3/30/2026,0,0,5/31/2024
FUR-CH-10004853,6/30/2024,0,0,5/31/2024
FUR-CH-10004853,6/30/2026,0,0,5/31/2024
FUR-CH-10004853,3/30/2027,0,0,5/31/2024
OFF-AP-10000179,10/30/2027,1,2.01,5/31/2024
OFF-AP-10000179,10/30/2026,3,6.04,5/31/2024
OFF-AP-10000179,10/30/2026,2,4.03,5/31/2024
OFF-AP-10000179,10/30/2025,6,12.08,5/31/2024
OFF-AP-10000179,10/30/2025,13,26.18,5/31/2024
OFF-AP-10000179,10/30/2025,1,2.01,5/31/2024
OFF-AP-10000179,10/30/2026,5,10.07,5/31/2024
OFF-AP-10000179,10/30/2026,6,12.08,5/31/2024
OFF-AP-10000179,10/30/2026,10,20.14,5/31/2024
OFF-AP-10000179,10/30/2026,11,22.15,5/31/2024
OFF-AP-10000179,10/30/2024,4,8.06,5/31/2024
OFF-AP-10000179,10/30/2027,12,24.17,5/31/2024
OFF-AP-10000179,10/11/2027,6,12.08,5/31/2024
OFF-AP-10000179,6/6/2024,"5,464","11,004.02",5/31/2024
OFF-AP-10000179,6/6/2027,1,2.01,5/31/2024
OFF-AP-10000179,10/30/2024,0,0,5/31/2024
OFF-AP-10000179,10/30/2024,0,0,5/31/2024
OFF-AP-10000179,6/30/2026,0,0,5/31/2024
OFF-AP-10000179,3/30/2025,0,0,5/31/2024
OFF-AP-10000179,4/30/2024,0,0,5/31/2024
OFF-ST-10001272,6/30/2024,"2,426","6,792.21",5/31/2024
OFF-ST-10001272,6/30/2025,26,72.79,5/31/2024
OFF-ST-10001272,6/30/2025,5,14,5/31/2024
OFF-ST-10001272,6/30/2026,1,2.8,5/31/2024
OFF-ST-10001272,6/30/2027,6,16.8,5/31/2024
OFF-ST-10001272,6/30/2026,2,5.6,5/31/2024
OFF-ST-10001272,6/30/2025,5,14,5/31/2024
OFF-ST-10001272,6/30/2026,1,2.8,5/31/2024
OFF-ST-10001272,4/30/2025,0,0,5/31/2024
OFF-ST-10001272,6/30/2026,2,5.6,5/31/2024
OFF-ST-10001272,6/30/2027,6,16.8,5/31/2024
OFF-ST-10001272,6/30/2026,1,2.8,5/31/2024
OFF-ST-10001272,6/30/2027,0,0,5/31/2024
OFF-ST-10001272,6/30/2024,0,0,5/31/2024
OFF-ST-10001272,6/30/2027,0,0,5/31/2024
OFF-ST-10001272,4/30/2027,0,0,5/31/2024
FUR-FU-10000221,4/30/2024,"2,088","14,893.53",5/31/2024
FUR-FU-10000221,3/30/2026,0,0,5/31/2024
FUR-FU-10000221,6/30/2027,6,42.8,5/31/2024
FUR-FU-10000221,4/30/2027,12,85.59,5/31/2024
FUR-FU-10000221,4/30/2025,32,228.25,5/31/2024
FUR-FU-10000221,4/30/2027,54,385.18,5/31/2024
FUR-FU-10000221,4/30/2026,6,42.8,5/31/2024
FUR-FU-10000221,4/30/2026,5,35.66,5/31/2024
FUR-FU-10000221,6/20/2027,"6,654","47,462.42",5/31/2024
FUR-FU-10000221,6/21/2027,"4,588","32,725.81",5/31/2024
FUR-FU-10000221,7/13/2026,"8,389","59,838.02",5/31/2024
FUR-FU-10000221,6/30/2025,0,0,5/31/2024
FUR-FU-10000221,5/30/2027,0,0,5/31/2024
FUR-FU-10000221,10/30/2025,0,0,5/31/2024
OFF-AP-10001563,4/30/2026,"3,983","9,384.24",5/31/2024
OFF-AP-10001563,4/30/2025,"4,342","10,230.07",5/31/2024
OFF-AP-10001563,6/30/2024,"4,272","10,065.15",5/31/2024
OFF-AP-10001563,4/30/2027,41,96.6,5/31/2024
OFF-AP-10001563,4/30/2027,48,113.09,5/31/2024
OFF-AP-10001563,4/30/2026,6,14.14,5/31/2024
OFF-AP-10001563,4/30/2027,6,14.14,5/31/2024
OFF-AP-10001563,4/30/2025,2,4.71,5/31/2024
OFF-AP-10001563,4/30/2024,6,14.14,5/31/2024
OFF-AP-10001563,4/30/2027,8,18.85,5/31/2024
OFF-AP-10001563,4/30/2027,23,54.19,5/31/2024
OFF-AP-10001563,4/30/2024,6,14.14,5/31/2024
OFF-AP-10001563,4/30/2026,2,4.71,5/31/2024
OFF-AP-10001563,4/30/2027,4,9.42,5/31/2024
OFF-AP-10001563,6/25/2025,173,407.6,5/31/2024
OFF-AP-10001563,7/21/2027,408,961.28,5/31/2024
OFF-AP-10001563,4/30/2026,0,0,5/31/2024
OFF-AP-10001563,5/30/2027,0,0,5/31/2024
OFF-AP-10001563,6/30/2024,0,0,5/31/2024
OFF-AP-10001563,6/30/2025,0,0,5/31/2024
OFF-AP-10001563,6/30/2027,0,0,5/31/2024
OFF-BI-10000605,7/30/2024,5,22.4,5/31/2024
OFF-BI-10000605,7/30/2025,6,26.88,5/31/2024
OFF-BI-10000605,7/30/2027,2,8.96,5/31/2024
OFF-BI-10000605,7/30/2027,6,26.88,5/31/2024
OFF-BI-10000605,7/30/2025,24,107.54,5/31/2024
OFF-BI-10000605,10/30/2025,1,4.48,5/31/2024
OFF-BI-10000605,6/30/2024,12,53.77,5/31/2024
OFF-BI-10000605,7/30/2027,7,31.37,5/31/2024
OFF-BI-10000605,6/30/2025,6,26.88,5/31/2024
OFF-BI-10000605,6/30/2027,24,107.54,5/31/2024
OFF-BI-10000605,6/30/2027,1,4.48,5/31/2024
OFF-BI-10000605,6/30/2025,6,26.88,5/31/2024
OFF-BI-10000605,7/30/2026,6,26.88,5/31/2024
OFF-BI-10000605,6/30/2026,24,107.54,5/31/2024
OFF-BI-10000605,6/30/2026,24,107.54,5/31/2024
OFF-BI-10000605,7/30/2027,9,40.33,5/31/2024
OFF-BI-10000605,6/30/2027,2,8.96,5/31/2024
OFF-BI-10000605,7/30/2025,16,71.69,5/31/2024
OFF-BI-10000605,3/30/2027,0,0,5/31/2024
OFF-BI-10000605,8/9/2025,144,645.23,5/31/2024
OFF-BI-10000605,10/15/2025,"3,562","15,960.44",5/31/2024
OFF-BI-10000605,10/16/2026,719,"3,221.66",5/31/2024
OFF-BI-10000605,6/22/2027,"1,057","4,736.15",5/31/2024
OFF-BI-10000605,7/30/2025,0,0,5/31/2024
OFF-ST-10001963,3/30/2024,811,"5,636.59",5/31/2024
OFF-ST-10001963,3/30/2026,"1,427","9,917.90",5/31/2024
OFF-ST-10001963,3/30/2024,6,41.7,5/31/2024
OFF-ST-10001963,3/30/2026,48,333.61,5/31/2024
OFF-ST-10001963,3/30/2024,36,250.21,5/31/2024
OFF-ST-10001963,3/30/2027,20,139,5/31/2024
OFF-ST-10001963,7/5/2026,"2,640","18,348.46",5/31/2024
OFF-ST-10001963,7/6/2026,"1,490","10,355.76",5/31/2024
OFF-ST-10001963,7/12/2026,"5,518","38,351.06",5/31/2024
OFF-ST-10001963,5/30/2025,0,0,5/31/2024
OFF-ST-10001963,6/30/2024,0,0,5/31/2024
OFF-ST-10001963,10/30/2025,0,0,5/31/2024
OFF-ST-10001963,3/30/2025,0,0,5/31/2024
TEC-AC-10001267,4/30/2024,"1,402","3,324.89",5/31/2024
TEC-AC-10001267,4/30/2025,53,125.69,5/31/2024
TEC-AC-10001267,4/30/2026,5,11.86,5/31/2024
TEC-AC-10001267,4/30/2027,1,2.37,5/31/2024
TEC-AC-10001267,4/30/2027,6,14.23,5/31/2024
TEC-AC-10001267,4/30/2025,19,45.06,5/31/2024
TEC-AC-10001267,4/30/2024,3,7.11,5/31/2024
TEC-AC-10001267,4/30/2024,5,11.86,5/31/2024
TEC-AC-10001267,4/30/2026,1,2.37,5/31/2024
TEC-AC-10001267,4/30/2026,23,54.55,5/31/2024
TEC-AC-10001267,6/10/2027,"2,242","5,316.97",5/31/2024
TEC-AC-10001267,6/10/2027,0,0,5/31/2024
TEC-AC-10001267,4/30/2024,0,0,5/31/2024
TEC-AC-10001267,3/30/2026,0,0,5/31/2024
TEC-PH-10002103,1/30/2024,0,0,5/31/2024
TEC-PH-10002103,10/30/2025,4,11.2,5/31/2024
TEC-PH-10002103,3/30/2027,4,11.2,5/31/2024
TEC-PH-10002103,3/30/2026,44,123.18,5/31/2024
TEC-PH-10002103,3/30/2026,24,67.19,5/31/2024
TEC-PH-10002103,3/30/2025,24,67.19,5/31/2024
TEC-PH-10002103,2/28/2026,219,613.08,5/31/2024
TEC-PH-10002103,3/25/2025,"1,659","4,644.29",5/31/2024
TEC-PH-10002103,6/8/2024,"2,535","7,096.60",5/31/2024
TEC-PH-10002103,6/8/2025,0,0,5/31/2024
TEC-AC-10002857,12/30/2024,6,49.98,5/31/2024
TEC-AC-10002857,12/31/2024,18,149.94,5/31/2024
TEC-AC-10002857,12/30/2025,12,99.96,5/31/2024
TEC-AC-10002857,12/30/2027,2,16.66,5/31/2024
TEC-AC-10002857,12/19/2024,"2,376","19,792.08",5/31/2024
FUR-CH-10001482,6/6/2027,24,110.1,5/31/2024
FUR-CH-10001482,6/6/2027,1,4.59,5/31/2024
FUR-CH-10001482,6/30/2026,0,0,5/31/2024
OFF-BI-10001989,12/30/2027,6,49.98,5/31/2024
OFF-BI-10001989,12/30/2027,6,49.98,5/31/2024
OFF-BI-10001989,12/30/2024,12,99.96,5/31/2024
OFF-BI-10001989,12/31/2025,18,149.94,5/31/2024
OFF-BI-10001989,12/31/2027,12,99.96,5/31/2024
OFF-BI-10001989,12/31/2025,12,99.96,5/31/2024
OFF-BI-10001989,12/30/2024,12,99.96,5/31/2024
OFF-BI-10001989,12/30/2025,6,49.98,5/31/2024
OFF-BI-10001989,12/30/2025,6,49.98,5/31/2024
OFF-BI-10001989,12/19/2024,"2,443","20,350.19",5/31/2024
OFF-AP-10003287,12/30/2025,6,19.74,5/31/2024
OFF-AP-10003287,12/31/2024,18,59.22,5/31/2024
OFF-AP-10003287,12/30/2024,6,19.74,5/31/2024
OFF-AP-10003287,12/30/2024,6,19.74,5/31/2024
OFF-AP-10003287,12/30/2024,6,19.74,5/31/2024
OFF-AP-10003287,12/30/2027,6,19.74,5/31/2024
OFF-AP-10003287,12/30/2027,3,9.87,5/31/2024
OFF-AP-10003287,12/26/2025,"2,709","8,912.61",5/31/2024
OFF-BI-10004728,6/10/2027,"1,390","5,165.63",5/31/2024
OFF-BI-10004728,1/30/2024,555,"2,062.53",5/31/2024
OFF-BI-10004728,6/10/2025,0,0,5/31/2024
FUR-FU-10000732,1/30/2024,8,33.28,5/31/2024
FUR-FU-10000732,1/30/2027,6,24.96,5/31/2024
FUR-FU-10000732,1/30/2024,24,99.84,5/31/2024
FUR-FU-10000732,1/30/2025,18,74.88,5/31/2024
FUR-FU-10000732,1/30/2024,6,24.96,5/31/2024
FUR-FU-10000732,1/30/2026,12,49.92,5/31/2024
FUR-FU-10000732,1/30/2026,6,24.96,5/31/2024
FUR-FU-10000732,1/30/2026,6,24.96,5/31/2024
FUR-FU-10000732,1/30/2025,7,29.12,5/31/2024
FUR-FU-10000732,1/1/2027,"1,460","6,073.60",5/31/2024
OFF-ST-10000585,12/31/2026,18,60.83,5/31/2024
OFF-ST-10000585,12/19/2024,24,81.11,5/31/2024
OFF-ST-10000585,12/30/2025,"2,573","8,695.25",5/31/2024
OFF-ST-10000585,6/30/2026,0,0,5/31/2024
OFF-LA-10002787,1/30/2024,"3,848","17,828.31",5/31/2024
OFF-PA-10001934,1/30/2025,18,62.64,5/31/2024
OFF-PA-10001934,1/30/2026,6,20.88,5/31/2024
OFF-PA-10001934,1/30/2025,6,20.88,5/31/2024
OFF-PA-10001934,1/30/2027,6,20.88,5/31/2024
OFF-PA-10001934,1/30/2024,3,10.44,5/31/2024
OFF-PA-10001934,12/30/2027,"2,328","8,102.08",5/31/2024
OFF-AP-10002457,1/30/2027,34,165.62,5/31/2024
OFF-AP-10002457,6/10/2026,"1,224","5,962.26",5/31/2024
OFF-AP-10002457,6/10/2025,0,0,5/31/2024
OFF-FA-10003112,1/22/2024,261,"3,791.11",5/31/2024
OFF-FA-10003112,1/22/2026,142,"2,062.60",5/31/2024
OFF-FA-10003112,1/22/2025,15,217.88,5/31/2024
OFF-FA-10003112,1/22/2024,10,145.25,5/31/2024
OFF-FA-10003112,1/22/2024,19,275.98,5/31/2024
OFF-FA-10003112,1/22/2024,15,217.88,5/31/2024
OFF-FA-10003112,1/22/2024,8,116.2,5/31/2024
OFF-FA-10003112,1/22/2024,12,174.3,5/31/2024
OFF-FA-10003112,1/22/2027,80,"1,162.03",5/31/2024
OFF-FA-10003112,1/22/2025,11,159.78,5/31/2024
OFF-FA-10003112,1/22/2026,11,159.78,5/31/2024
OFF-FA-10003112,1/22/2026,608,"8,831.41",5/31/2024
OFF-FA-10003112,1/22/2024,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2024,3,43.58,5/31/2024
OFF-FA-10003112,1/22/2024,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2026,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2024,3,43.58,5/31/2024
OFF-FA-10003112,1/22/2026,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2024,3,43.58,5/31/2024
OFF-FA-10003112,1/22/2027,3,43.58,5/31/2024
OFF-FA-10003112,1/22/2025,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2026,1,14.53,5/31/2024
OFF-FA-10003112,1/22/2025,0,0,5/31/2024
